
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome"
"HGNC:50167","MIR8088","microRNA 8088","","hsa-mir-8088","Xp11.22"
"HGNC:50196","MIR8089","microRNA 8089","","hsa-mir-8089","5q35.3"
"HGNC:50839","MIR8485","microRNA 8485","","","2p16.3"
"HGNC:33684","MIR941-1","microRNA 941-1","MIRN941-1","hsa-mir-941-1","20q13.33"
"HGNC:33685","MIR941-2","microRNA 941-2","MIRN941-2","hsa-mir-941-2","20q13.33"
"HGNC:33686","MIR941-3","microRNA 941-3","MIRN941-3","hsa-mir-941-3","20q13.33"
"HGNC:33687","MIR941-4","microRNA 941-4","MIRN941-4","hsa-mir-941-4","20q13.33"
"HGNC:50845","MIR941-5","microRNA 941-5","","","20q13.33"
"HGNC:50841","MIR9500","microRNA 9500","","","2q35"
"HGNC:53988","MIR9718","microRNA 9718","","hsa-mir-9718","14q23.1"
"HGNC:53989","MIR9851","microRNA 9851","","hsa-mir-9851","10q25.3"
"HGNC:53990","MIR9898","microRNA 9898","","hsa-mir-9898","12q13.13"
"HGNC:53991","MIR9899","microRNA 9899","","hsa-mir-9899","2q23.2"
"HGNC:53992","MIR9900","microRNA 9900","","hsa-mir-9900","3q13.2"
"HGNC:53993","MIR9901","microRNA 9901","","hsa-mir-9901","16p11.2"
"HGNC:53996","MIR9903","microRNA 9903","","hsa-mir-9903","8q22.2"
"HGNC:53997","MIR9983","microRNA 9983","","hsa-mir-9983","6p21.2"
"HGNC:53998","MIR9985","microRNA 9985","","hsa-mir-9985","Yp11.2"
"HGNC:53999","MIR9986","microRNA 9986","","hsa-mir-9986","2q21.2"
"HGNC:54000","MIR10226","microRNA 10226","","hsa-mir-10226","17q21.32"
"HGNC:54001","MIR10392","microRNA 10392","","hsa-mir-10392","11q13.1"
"HGNC:54002","MIR10393","microRNA 10393","","hsa-mir-10393","15q21.1"
"HGNC:54003","MIR10394","microRNA 10394","","hsa-mir-10394","19q13.43"
"HGNC:54005","MIR10396A","microRNA 10396a","","hsa-mir-10396a","21p11.2"
"HGNC:54006","MIR10396B","microRNA 10396b","","hsa-mir-10396b","21p11.2"
"HGNC:54007","MIR10397","microRNA 10397","","hsa-mir-10397","5p15.2"
"HGNC:54008","MIR10398","microRNA 10398","","hsa-mir-10398","6p21.1"
"HGNC:54009","MIR10399","microRNA 10399","","hsa-mir-10399","7q34"
"HGNC:54010","MIR10400","microRNA 10400","","hsa-mir-10400","8q24.3"
"HGNC:54012","MIR10522","microRNA 10522","","hsa-mir-10522","5p15.1"
"HGNC:54013","MIR10523","microRNA 10523","","hsa-mir-10523","5q35.1"
"HGNC:54014","MIR10524","microRNA 10524","","hsa-mir-10524","6q14.1"
"HGNC:54015","MIR10525","microRNA 10525","","hsa-mir-10525","7q11.23"
"HGNC:54016","MIR10526","microRNA 10526","","hsa-mir-10526","11q24.1"
"HGNC:54017","MIR10527","microRNA 10527","","hsa-mir-10527","12q14.2"
"HGNC:54018","MIR11181","microRNA 11181","","hsa-mir-11181","15q25.3"
"HGNC:54019","MIR11399","microRNA 11399","","hsa-mir-11399","1p13.2"
"HGNC:54160","MIR11400","microRNA 11400","","hsa-mir-11400","7q34"
"HGNC:54020","MIR11401","microRNA 11401","","hsa-mir-11401","16q24.2"
"HGNC:54021","MIR12113","microRNA 12113","","hsa-mir-12113","4p15.33"
"HGNC:54022","MIR12114","microRNA 12114","","hsa-mir-12114","22q13.33"
"HGNC:54023","MIR12115","microRNA 12115","","hsa-mir-12115","4p15.2"
"HGNC:54024","MIR12116","microRNA 12116","","hsa-mir-12116","1q25.2"
"HGNC:54025","MIR12117","microRNA 12117","","hsa-mir-12117","9p21.1"
"HGNC:54026","MIR12118","microRNA 12118","","hsa-mir-12118","5q35.2"
"HGNC:54027","MIR12119","microRNA 12119","","hsa-mir-12119","7q22.1"
"HGNC:54028","MIR12120","microRNA 12120","","hsa-mir-12120","Yq11.221"
"HGNC:54029","MIR12121","microRNA 12121","","hsa-mir-12121","14q32.33"
"HGNC:54030","MIR12122","microRNA 12122","","hsa-mir-12122","20q13.13"
"HGNC:54031","MIR12123","microRNA 12123","","hsa-mir-12123","8q21.13"
"HGNC:54032","MIR12124","microRNA 12124","","hsa-mir-12124","3q21.3"
"HGNC:54033","MIR12125","microRNA 12125","","hsa-mir-12125","5q34"
"HGNC:54034","MIR12126","microRNA 12126","","hsa-mir-12126","9q34.11"
"HGNC:54035","MIR12127","microRNA 12127","","hsa-mir-12127","3p25.3"
"HGNC:54036","MIR12128","microRNA 12128","","hsa-mir-12128","16q24.1"
"HGNC:54037","MIR12129","microRNA 12129","","hsa-mir-12129","Xq28"
"HGNC:54038","MIR12130","microRNA 12130","","hsa-mir-12130","5q23.1"
"HGNC:54039","MIR12131","microRNA 12131","","hsa-mir-12131","6q25.1"
"HGNC:54040","MIR12132","microRNA 12132","","hsa-mir-12132","1p31.3"
"HGNC:54041","MIR12133","microRNA 12133","","hsa-mir-12133","1p21.3"
"HGNC:54042","MIR12135","microRNA 12135","","hsa-mir-12135","15q24.1"
"HGNC:54043","MIR12136","microRNA 12136","","hsa-mir-12136","1p36.33"
"HGNC:33929","MIR1233-1","microRNA 1233-1","MIRN1233,MIR1233","hsa-mir-1233","15q14"
"HGNC:38277","MIR1233-2","microRNA 1233-2","","hsa-mir-1233-2","15q14"
"HGNC:38200","MIR3116-1","microRNA 3116-1","","hsa-mir-3116-1","1p31.3"
"HGNC:38318","MIR3116-2","microRNA 3116-2","","hsa-mir-3116-2","1p31.3"
"HGNC:38253","MIR3119-1","microRNA 3119-1","","hsa-mir-3119-1","1q24.2"
"HGNC:38315","MIR3119-2","microRNA 3119-2","","hsa-mir-3119-2","1q24.2"
"HGNC:38275","MIR3130-1","microRNA 3130-1","MIR3130-3","hsa-mir-3130-1,hsa-mir-3130-3","2q33.3"
"HGNC:38363","MIR3130-2","microRNA 3130-2","MIR3130-4","hsa-mir-3130-2,hsa-mir-3130-4","2q33.3"
"HGNC:38196","MIR3158-1","microRNA 3158-1","","hsa-mir-3158-1","10q24.32"
"HGNC:38279","MIR3158-2","microRNA 3158-2","","hsa-mir-3158-2","10q24.32"
"HGNC:38197","MIR3160-1","microRNA 3160-1","","hsa-mir-3160-1","11p11.2"
"HGNC:38192","MIR3160-2","microRNA 3160-2","","hsa-mir-3160-2","11p11.2"
"HGNC:38294","MIR3199-1","microRNA 3199-1","","hsa-mir-3199-1","22q12.1"
"HGNC:38205","MIR3199-2","microRNA 3199-2","","hsa-mir-3199-2","22q12.1"
"HGNC:38224","MIR3202-1","microRNA 3202-1","","hsa-mir-3202-1","Xq28"
"HGNC:38228","MIR3202-2","microRNA 3202-2","","hsa-mir-3202-2","Xq28"
"HGNC:38986","MIR3688-1","microRNA 3688-1","MIR3688","hsa-mir-3688,hsa-mir-3688-1","4q32.1"
"HGNC:41735","MIR3688-2","microRNA 3688-2","","hsa-mir-3688-2","4q32.1"
"HGNC:38966","MIR3910-1","microRNA 3910-1","","hsa-mir-3910-1","9q22.31"
"HGNC:38952","MIR3910-2","microRNA 3910-2","","hsa-mir-3910-2","9q22.31"
"HGNC:38884","MIR3913-1","microRNA 3913-1","","hsa-mir-3913-1","12q15"
"HGNC:38953","MIR3913-2","microRNA 3913-2","","hsa-mir-3913-2","12q15"
"HGNC:38993","MIR3914-1","microRNA 3914-1","","hsa-mir-3914-1","7q11.22"
"HGNC:38975","MIR3914-2","microRNA 3914-2","","hsa-mir-3914-2","7q11.22"
"HGNC:38959","MIR3926-1","microRNA 3926-1","","hsa-mir-3926-1","8p23.1"
"HGNC:38883","MIR3926-2","microRNA 3926-2","","hsa-mir-3926-2","8p23.1"
"HGNC:38238","MIR4283-1","microRNA 4283-1","","hsa-mir-4283-1","7p11.2"
"HGNC:38296","MIR4283-2","microRNA 4283-2","","hsa-mir-4283-2","7q11.21"
"HGNC:38342","MIR4315-1","microRNA 4315-1","","hsa-mir-4315-1","17q21.31"
"HGNC:38356","MIR4315-2","microRNA 4315-2","","hsa-mir-4315-2","17q24.1"
"HGNC:41713","MIR4435-1","microRNA 4435-1","","hsa-mir-4435-1","2p11.2"
"HGNC:41837","MIR4435-2","microRNA 4435-2","","hsa-mir-4435-2","2q13"
"HGNC:41710","MIR4444-1","microRNA 4444-1","MIR4444","hsa-mir-4444,miR-4444-1","2q31.2"
"HGNC:43481","MIR4444-2","microRNA 4444-2","","hsa-mir-4444-2","3p12.3"
"HGNC:41644","MIR4472-1","microRNA 4472-1","","hsa-mir-4472-1","8q24.3"
"HGNC:41752","MIR4472-2","microRNA 4472-2","","hsa-mir-4472-2","12q24.22"
"HGNC:41860","MIR4509-1","microRNA 4509-1","","hsa-mir-4509-1","15q11.2"
"HGNC:41537","MIR4509-2","microRNA 4509-2","","hsa-mir-4509-2","15q13.1"
"HGNC:41610","MIR4509-3","microRNA 4509-3","","hsa-mir-4509-3","15q13.1"
"HGNC:41775","MIR4520-1","microRNA 4520-1","MIR4520A","hsa-mir-4520a","17p13.1"
"HGNC:41839","MIR4520-2","microRNA 4520-2","MIR4520B","hsa-mir-4520b","17p13.1"
"HGNC:41730","MIR4536-1","microRNA 4536-1","MIR4536","hsa-mir-4536","Xp11.21"
"HGNC:43525","MIR4536-2","microRNA 4536-2","","hsa-mir-4536-2","Xp11.21"
"HGNC:41755","MIR4650-1","microRNA 4650-1","","hsa-mir-4650-1","7q11.21"
"HGNC:41810","MIR4650-2","microRNA 4650-2","","hsa-mir-4650-2","7q11.22"
"HGNC:41612","MIR4679-1","microRNA 4679-1","","hsa-mir-4679-1","10q23.31"
"HGNC:41890","MIR4679-2","microRNA 4679-2","","hsa-mir-4679-2","10q23.31"
"HGNC:41901","MIR4771-1","microRNA 4771-1","","hsa-mir-4771-1","2p11.2"
"HGNC:41774","MIR4771-2","microRNA 4771-2","","hsa-mir-4771-2","2q13"
"HGNC:41699","MIR4773-1","microRNA 4773-1","","hsa-mir-4773-1","2q23.3"
"HGNC:41790","MIR4773-2","microRNA 4773-2","","hsa-mir-4773-2","2q23.3"
"HGNC:41641","MIR4776-1","microRNA 4776-1","","hsa-mir-4776-1","2q34"
"HGNC:41631","MIR4776-2","microRNA 4776-2","","hsa-mir-4776-2","2q34"
"HGNC:43491","MIR5583-1","microRNA 5583-1","","hsa-mir-5583-1","18q12.3"
"HGNC:43471","MIR5583-2","microRNA 5583-2","","hsa-mir-5583-2","18q12.3"
"HGNC:43522","MIR5701-1","microRNA 5701-1","","hsa-mir-5701-1","15q11.2"
"HGNC:43510","MIR5701-2","microRNA 5701-2","","hsa-mir-5701-2","15q11.2"
"HGNC:50844","MIR5701-3","microRNA 5701-3","","","15q11.2"
"HGNC:50837","MIR6724-1","microRNA 6724-1","","","21p11.2"
"HGNC:50832","MIR6724-2","microRNA 6724-2","","","21p11.2"
"HGNC:50842","MIR6724-3","microRNA 6724-3","","","21p11.2"
"HGNC:50830","MIR6724-4","microRNA 6724-4","","","21p11.2"
"HGNC:50223","MIR6770-1","microRNA 6770-1","","hsa-mir-6770-1","16p13.11"
"HGNC:50115","MIR6770-2","microRNA 6770-2","","hsa-mir-6770-2","16p13.11"
"HGNC:50034","MIR6770-3","microRNA 6770-3","","hsa-mir-6770-3","16p12.3"
"HGNC:50039","MIR6859-1","microRNA 6859-1","","hsa-mir-6859-1","1p36.33"
"HGNC:49954","MIR6859-2","microRNA 6859-2","","hsa-mir-6859-2","1p36.33"
"HGNC:50248","MIR6859-3","microRNA 6859-3","","hsa-mir-6859-3","15q26.3"
"HGNC:50840","MIR6859-4","microRNA 6859-4","","","16p13.3"
"HGNC:50052","MIR6862-1","microRNA 6862-1","","hsa-mir-6862-1","16p12.1"
"HGNC:50192","MIR6862-2","microRNA 6862-2","","hsa-mir-6862-2","16p11.2"
"HGNC:50040","MIR7973-1","microRNA 7973-1","","hsa-mir-7973-1","15q21.2"
"HGNC:50080","MIR7973-2","microRNA 7973-2","","hsa-mir-7973-2","15q21.2"
"HGNC:50262","MIR8069-1","microRNA 8069-1","MIR8069","hsa-mir-8069","21p12"
"HGNC:50836","MIR8069-2","microRNA 8069-2","","","21q11.2"
"HGNC:50041","MIR8071-1","microRNA 8071-1","","hsa-mir-8071-1","14q32.33"
"HGNC:49958","MIR8071-2","microRNA 8071-2","","hsa-mir-8071-2","14q32.33"
"HGNC:53994","MIR9902-1","microRNA 9902-1","","hsa-mir-9902-1","12q24.31"
"HGNC:53995","MIR9902-2","microRNA 9902-2","","hsa-mir-9902-2","12q24.31"
